# using year1  -999
# using year2  -999
# minimal_valid_fraction ::  30.00
# operating on CRU TS4.08 Mean Temperature
# <a href=http://climexp.knmi.nl/select.cgi?field=cru4_tmp>climexp.knmi.nl/select.cgi?field=cru4_tmp</a>
# file :: CRUData/cru_ts4.08.1901.2023.tmp.dat.nc
# title :: spatial statistic of CRU TS4.08 Mean Temperature
# cdi :: Climate Data Interface version 2.4.0 (https://mpimet.mpg.de/cdi)
# source :: Run ID = 2406270035. Data generated from:tmp.2406262226.dtb
# institution :: KNMI Climate Explorer and Data held at British Atmospheric Data Centre, RAL, UK.
# references :: Information on the data is available at http://badc.nerc.ac.uk/data/cru/
# comment :: Access to these data is available to any registered CEDA user.
# contact :: support@ceda.ac.uk
# cdo :: Climate Data Operators version 2.4.0 (https://mpimet.mpg.de/cdo)
# geospatial_lat_max ::     90.0
# geospatial_lon_min ::   -180.0
# geospatial_lon_units :: degrees_east
# geospatial_lon_resolution ::      0.5
# time_coverage_start :: 1901-01-15
# time_coverage_end :: 2023-12-15
# climexp_url :: https://climexp.knmi.nl/select.cgi?cru4_tmp
# scripturl01 :: http://climexp.knmi.nl/get_index.cgi?delta_lat=0.50&delta_lon=0.50&email=someone@somewhere&field=cru4_tmp&gridpoints=false&intertype=nearest&lat1=68.55593&lat2=69.359&lat_max=89.75&lat_min=-89.75&lon1=-133.777&lon2=-132.895&lon_max=179.75&lon_min=-179.75&masktype=all&minfac=30&year_max=2023&year_min=1901
# history ::  2025-01-29 15:19:04 bin/get_index CRUData/cru_ts4.08.1901.2023.tmp.dat.nc -133.777 -132.895 68.55593 69.359 dipole no year1 -999 year2 -999 minfac 30 nearest lsmask CRUData/lsmask_05.nc all cru4_tmp_-133.777--132.895E_68.55593-69.359N_firstyear-lastyear_n\nMon Aug 19 15:36:38 2024: cdo -r -f nc4 -z zip selvar,tmp tmp/cru_ts4.08.1901.2023.tmp.dat.nc cru_ts4.08.1901.2023.tmp.dat.nc\nThu 27 Jun 01:31:07 BST 2024 : User f098 : Program makegridsauto.for called by update.for
# ave_region :: lon= -134.000 -133.000, lat=   68.500   69.500
# averaging anomalies over region lon= -134.000 -133.000, lat=   68.500   69.500
# tmp [degrees Celsius] near-surface temperature
 1901  -30.00341      -30.97756      -23.89602      -18.31960      -4.242043       7.583809       12.25511       8.827558       3.775852      -6.974147      -20.87756      -23.25113    
 1902  -26.72755      -26.12528      -30.87358      -17.49488      -3.517327       7.633809       12.43040       9.327558       2.675852      -6.474147      -23.80284      -29.00397    
 1903  -30.40341      -26.97585      -25.67187      -18.42017      -4.767896       8.434378       12.03040       10.05284       2.600568      -10.37642      -22.42699      -20.50057    
 1904  -29.65398      -33.45454      -28.59772      -14.06733      -3.592043       7.409093       11.80568       8.327558      0.5499997      -7.574716      -20.62585      -20.70113    
 1905  -27.67699      -25.30057      -23.57130      -14.11790      -1.916190       8.484945       11.40512       9.352841       1.350568      -9.175283      -17.25000      -25.55227    
 1906  -34.63040      -27.35227      -22.82017      -16.14318      -2.566190       8.634377       12.28097       8.727557       3.051136      -6.198863      -20.95114      -29.20398    
 1907  -28.35284      -33.72869      -27.92244      -15.69432      -2.067327       7.609093       11.43040       9.027557       2.575852      -8.124716      -20.80114      -22.35113    
 1908  -25.72699      -27.30113      -27.87301      -16.44432      -3.042043       7.783809       11.93040       8.978126       1.350568      -10.82528      -20.97699      -23.42699    
 1909  -35.45511      -32.95398      -24.12073      -19.52131      -3.742611       7.534378       12.13040       8.652842       1.725852      -9.350568      -25.27869      -25.72699    
 1910  -28.52756      -32.15398      -25.87187      -17.66903      -3.666759       7.483809       11.73040       7.802273       3.075852      -8.575284      -20.90170      -27.07812    
 1911  -34.05568      -25.65114      -26.77187      -18.49488      -3.492043       7.434378       12.10568       8.602274       2.875852      -6.024147      -22.70227      -23.85170    
 1912  -26.52699      -22.95000      -22.82073      -15.34375      -2.391474       5.958525       10.77983       8.652842       3.001137      -6.899431      -20.17585      -25.45284    
 1913  -33.35568      -26.00113      -25.77187      -16.54432      -3.466759       7.884377       11.43040       8.202273       1.674716      -9.876420      -20.47699      -23.87642    
 1914  -29.20341      -26.05284      -25.57187      -16.89375      -3.166759       7.934377       11.10568       9.552842       1.650568      -5.548863      -19.32642      -22.32642    
 1915  -23.50113      -28.45170      -22.27017      -12.64204      -2.266190       8.484377       13.08097       9.628126       3.200568      -10.82642      -19.97699      -24.32699    
